relative_path,workspace_path,file_name,extension,size_bytes,sha256,manifest_match,vendor_id,vendor,parser_family,processing_role,importance,authoritative,include_in_ingestion,status,automation_state,parser_strategy,expected_action,report_group_count,workbook_sheets,workbook_header_hints,notes
Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/Paper Street Apr2026.xlsx,Accounting Project/Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/Paper Street Apr2026.xlsx,Paper Street Apr2026.xlsx,xlsx,25629088,481bd5b8463ee784af6fb3c61e215a639999b818477b4f02c148b3a760b0e37a,yes,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,important,yes,yes,reviewed,ready_with_policy,custom_parser,parse_validate_store_and_export_if_reconciled,20,inspect_failed: XLSX.readFile is not a function,,"Posting source is the final Summary balance, not current month sales. Negative balances are carryforwards."
Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/PornPros New Apr2026.xlsx,Accounting Project/Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/PornPros New Apr2026.xlsx,PornPros New Apr2026.xlsx,xlsx,24019468,112063254713e57040cec47a72661f000e921164a9359597cd64587c94fa0e17,yes,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,important,yes,yes,reviewed,ready_with_policy,custom_parser,parse_validate_store_and_export_if_reconciled,20,inspect_failed: XLSX.readFile is not a function,,"Posting source is the final Summary balance, not current month sales. Negative balances are carryforwards."
Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/ProS Apr2026.xlsx,Accounting Project/Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/ProS Apr2026.xlsx,ProS Apr2026.xlsx,xlsx,1816092,e7b5faa7d33565a99fefcdc5308735547443ee2ae8e6a1e1c3d4a913acc8908e,yes,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,important,yes,yes,reviewed,ready_with_policy,custom_parser,parse_validate_store_and_export_if_reconciled,20,inspect_failed: XLSX.readFile is not a function,,"Posting source is the final Summary balance, not current month sales. Negative balances are carryforwards."
Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/PSP Apr2026.xlsx,Accounting Project/Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/PSP Apr2026.xlsx,PSP Apr2026.xlsx,xlsx,5499596,60145e2cf1f88f5c16d446966c3a2acd87f616f0ffb86929087306ef3cb6b185,yes,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,important,yes,yes,reviewed,ready_with_policy,custom_parser,parse_validate_store_and_export_if_reconciled,20,inspect_failed: XLSX.readFile is not a function,,"Posting source is the final Summary balance, not current month sales. Negative balances are carryforwards."
Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/TrueX2 Apr2026.xlsx,Accounting Project/Sample Reports/Pulse Distribution - DVD - Emailed/April 2026/TrueX2 Apr2026.xlsx,TrueX2 Apr2026.xlsx,xlsx,994156,9457ec015d9ce5168a6e94084afbabc8ff6a9051e082e5af7590a3886d7a8500,yes,pulse,Pulse Distribution,xlsx_pulse_cumulative_balance,primary_source,important,yes,yes,reviewed,ready_with_policy,custom_parser,parse_validate_store_and_export_if_reconciled,20,inspect_failed: XLSX.readFile is not a function,,"Posting source is the final Summary balance, not current month sales. Negative balances are carryforwards."
Sample Reports/Sonifi Solutions -Emailed/Sonifi Royalties April 2025 - January 2026.xlsx,Accounting Project/Sample Reports/Sonifi Solutions -Emailed/Sonifi Royalties April 2025 - January 2026.xlsx,Sonifi Royalties April 2025 - January 2026.xlsx,xlsx,165796,5ed0f940b0b77a775d0855a9c6047b580d25d3d14253b2380bd9d8d22c845565,yes,sonifi,Sonifi Solutions,xlsx_sonifi_allocation_model,allocation_model,important,no,yes,blocked,source_ready_allocation_blocked,blocked,block_until_policy_or_source_fixed,1,inspect_failed: XLSX.readFile is not a function,,Business allocation is unresolved. Formula P24 refers to O11 instead of O24 and requires correction.
Sample Reports/Sonifi Solutions -Emailed/statement-46380-NMGMEDIA (1).docx,Accounting Project/Sample Reports/Sonifi Solutions -Emailed/statement-46380-NMGMEDIA (1).docx,statement-46380-NMGMEDIA (1).docx,docx,10594,4a6aa40c175e9a999dbc0e8b75801156754bcfaae7af9134cb8cf2ca59d56ee2,yes,sonifi,Sonifi Solutions,docx_sonifi_statement,primary_source,important,yes,yes,reviewed,source_ready_allocation_blocked,document_or_image_review_gate,block_until_policy_or_source_fixed,1,,,Source royalty statement can be parsed deterministically.
Sample Reports/Velvet Media - Licensing - Emailed/March 2026 - Enter with April 2026/Screen Shot 2026-05-17 at 4.18.23 PM.png,Accounting Project/Sample Reports/Velvet Media - Licensing - Emailed/March 2026 - Enter with April 2026/Screen Shot 2026-05-17 at 4.18.23 PM.png,Screen Shot 2026-05-17 at 4.18.23 PM.png,png,129864,9866348369c33556871baf0fa7f3b89a04e2f882ff43761af004db176dac4531,yes,aebn,WMM Holdings LLC (AEBN),png_aebn_dashboard,declared_total_verification,supporting,secondary,yes,reviewed,ready_with_reconciliation,verification_only,parse_validate_store_and_export_if_reconciled,0,,,Use only the New Media Group LLC row as the declared portal payout.
Sample Reports/Velvet Media - Licensing - Emailed/March 2026 - Enter with April 2026/Studio Statistics - Payout by Title  AEBN Webmaster.xlsx,Accounting Project/Sample Reports/Velvet Media - Licensing - Emailed/March 2026 - Enter with April 2026/Studio Statistics - Payout by Title  AEBN Webmaster.xlsx,Studio Statistics - Payout by Title  AEBN Webmaster.xlsx,xlsx,76275,a25f6532c57199a665292f92a6dcbed56948bf72cde990d1b856ca49054c2f0a,yes,aebn,WMM Holdings LLC (AEBN),xlsx_aebn_title,primary_source,important,yes,yes,reviewed,ready_with_reconciliation,config_parser,parse_validate_store_and_export_if_reconciled,1,inspect_failed: XLSX.readFile is not a function,,Primary title and studio allocation source. Portal total differs by one cent.
Sample Reports/WMM Holdings LLC (AEBN) - VOD - Downloaded/April 2026/Screen Shot 2026-05-17 at 4.18.23 PM.png,Accounting Project/Sample Reports/WMM Holdings LLC (AEBN) - VOD - Downloaded/April 2026/Screen Shot 2026-05-17 at 4.18.23 PM.png,Screen Shot 2026-05-17 at 4.18.23 PM.png,png,129864,9866348369c33556871baf0fa7f3b89a04e2f882ff43761af004db176dac4531,yes,aebn,WMM Holdings LLC (AEBN),png_aebn_dashboard,declared_total_verification,supporting,secondary,yes,reviewed,ready_with_reconciliation,verification_only,parse_validate_store_and_export_if_reconciled,0,,,Use only the New Media Group LLC row as the declared portal payout.
Sample Reports/WMM Holdings LLC (AEBN) - VOD - Downloaded/April 2026/Studio Statistics - Payout by Title  AEBN Webmaster.xlsx,Accounting Project/Sample Reports/WMM Holdings LLC (AEBN) - VOD - Downloaded/April 2026/Studio Statistics - Payout by Title  AEBN Webmaster.xlsx,Studio Statistics - Payout by Title  AEBN Webmaster.xlsx,xlsx,76275,a25f6532c57199a665292f92a6dcbed56948bf72cde990d1b856ca49054c2f0a,yes,aebn,WMM Holdings LLC (AEBN),xlsx_aebn_title,primary_source,important,yes,yes,reviewed,ready_with_reconciliation,config_parser,parse_validate_store_and_export_if_reconciled,1,inspect_failed: XLSX.readFile is not a function,,Primary title and studio allocation source. Portal total differs by one cent.
